Loc,MinT,MaxT,Rain,WDir,WSpeed,WDir9,WDir3,WSpeed9,WSpeed3,Hum9,Hum3,Press9,Press3,Temp9,Temp3,Rtod,RTom
28,15.7,27.2,0.0,0,44,0,15,11,11,64,54,1012.3,1008.6,21.2,25.8,0,1
28,14.2,24.2,0.0,13,24,1,13,6,11,78,65,1018.3,1017.1,20.1,22.4,0,1
28,15.7,20.7,3.0,14,54,14,15,20,15,61,62,1008.4,1008.2,19.8,18.9,1,1
28,10.9,16.9,8.2,4,24,11,4,2,7,86,82,1015.0,1011.6,13.0,15.2,1,1
28,12.2,18.2,17.2,15,50,15,12,17,19,85,74,1006.3,1009.5,15.1,14.6,1,1
28,7.4,22.4,0.0,5,20,13,14,6,9,94,46,1022.1,1018.9,13.4,21.6,0,1
28,6.7,24.6,0.0,3,22,4,7,7,7,43,34,1016.8,1014.5,14.4,22.4,0,1
28,10.3,19.9,0.2,7,37,5,6,9,15,89,60,1017.1,1013.8,13.0,18.5,0,1
29,18.0,33.4,0.0,0,50,0,11,30,13,54,26,1016.4,1012.3,23.1,32.6,0,0
29,4.2,17.8,0.0,0,35,10,10,15,11,53,32,1031.5,1027.7,12.3,17.2,0,0
29,11.7,25.9,0.0,0,56,0,13,22,28,40,44,1017.9,1014.8,18.4,23.2,0,0
29,17.4,26.1,0.0,12,46,2,15,19,26,66,47,1016.1,1012.1,19.5,25.4,0,0
29,17.4,34.4,0.0,0,65,0,2,35,26,47,23,1017.0,1013.5,23.1,33.8,0,0
29,13.8,22.6,3.8,12,37,4,15,11,20,95,49,1018.9,1018.4,16.9,21.2,1,0
29,15.5,36.8,0.0,8,41,1,15,24,28,38,25,1013.3,1008.6,25.3,35.3,0,0
29,22.0,37.8,0.2,10,41,12,11,17,20,78,20,1009.2,1006.7,24.9,37.0,0,0
29,5.0,23.4,0.0,6,33,5,14,7,15,62,27,1019.4,1015.2,15.3,22.9,0,0
29,17.4,29.8,0.0,9,52,2,2,26,19,53,34,1015.8,1011.0,21.5,29.5,0,0
29,15.2,33.7,0.0,0,54,0,1,35,11,39,18,1014.4,1009.0,20.9,32.2,0,0
29,8.6,17.4,0.0,2,63,2,2,30,28,46,36,1028.7,1025.0,12.6,16.5,0,0
29,5.2,22.3,0.0,9,35,1,11,6,13,68,40,1028.1,1025.6,15.7,21.8,0,0
29,11.6,20.6,10.6,11,31,4,4,11,9,87,67,1017.7,1017.3,15.4,19.2,1,0
29,9.5,24.4,0.0,15,37,0,15,20,20,61,49,1016.1,1013.3,17.8,23.1,0,0
29,18.8,39.1,0.0,15,35,0,15,13,28,26,23,1012.6,1009.8,30.1,34.9,0,0
29,17.6,33.2,0.0,1,46,0,0,22,17,46,20,1023.7,1019.0,23.6,32.1,0,0
29,9.8,16.8,10.0,8,39,10,8,11,20,73,50,1021.0,1022.0,12.8,15.7,1,0
29,12.7,30.4,0.0,11,28,2,11,7,13,44,33,1021.7,1019.1,21.4,27.0,0,0
29,11.9,28.9,0.0,13,30,1,15,17,22,49,31,1020.3,1018.2,19.3,26.4,0,0
29,4.2,16.6,7.2,12,22,4,11,9,9,89,58,1018.4,1018.3,8.8,15.2,1,0
29,13.3,28.3,0.0,0,54,1,15,22,9,61,32,1021.8,1017.5,19.1,27.1,0,0
29,7.0,28.4,0.0,3,35,5,15,17,24,30,16,1026.0,1023.1,20.7,26.6,0,0
29,11.0,22.8,0.6,7,56,6,14,13,30,80,57,1015.9,1013.9,19.2,21.7,0,0
29,13.2,31.5,0.0,0,61,0,0,17,22,37,19,1023.8,1019.3,21.2,31.0,0,0
29,20.8,39.5,0.0,0,50,4,14,22,26,31,32,1008.6,1006.8,31.5,35.1,0,0
29,16.8,27.6,3.6,11,37,0,8,22,19,65,37,1020.3,1017.2,20.9,27.0,1,0
29,18.9,33.5,0.0,12,39,0,15,17,24,40,33,1011.5,1007.9,24.7,31.6,0,0
29,5.8,23.3,0.0,15,48,12,15,17,28,45,41,1009.6,1006.3,19.2,22.2,0,0
29,19.5,23.9,0.0,14,35,14,15,20,17,76,55,1006.2,1004.7,20.6,22.9,0,0
29,4.7,22.3,0.0,15,39,11,11,7,20,51,32,1021.2,1016.8,16.0,21.4,0,0
29,5.4,18.9,0.0,1,31,1,5,13,13,79,50,1027.0,1023.0,10.2,18.2,0,0
29,14.1,20.6,0.0,12,48,15,15,26,20,61,87,1015.2,1015.9,17.6,16.1,0,0
29,13.0,29.3,0.0,0,54,1,1,33,15,51,25,1022.3,1018.1,20.2,29.2,0,0
29,16.6,29.0,0.0,15,43,11,15,22,30,57,51,1011.5,1009.2,23.0,27.2,0,0
29,13.7,28.0,0.0,12,39,2,12,15,30,44,39,1016.6,1013.5,21.4,26.4,0,0
29,5.2,24.1,0.0,4,31,1,4,13,9,50,28,1028.8,1024.6,14.7,23.6,0,0
29,18.4,33.1,0.0,12,50,9,15,9,30,36,36,1006.9,1006.3,27.6,30.1,0,0
29,16.2,30.3,0.0,0,72,0,0,35,39,33,18,1019.7,1015.3,20.3,29.1,0,0
29,6.5,26.1,0.0,13,31,4,13,13,17,47,22,1018.2,1014.7,16.8,24.8,0,0
29,14.7,29.2,0.0,1,48,0,0,20,24,49,18,1025.4,1020.0,19.3,28.8,0,0
29,13.0,19.5,9.6,15,46,8,7,17,11,90,52,1014.4,1015.1,14.5,18.8,1,0
29,15.0,27.4,0.0,12,43,8,12,11,31,44,37,1014.4,1012.7,22.5,24.7,0,0
29,16.2,25.6,0.0,0,52,1,3,9,13,44,64,1015.1,1013.1,22.3,22.8,0,0
29,8.1,16.4,10.8,8,30,4,12,9,19,86,45,1016.3,1017.1,11.0,16.1,1,0
29,16.9,31.3,0.0,5,52,5,13,28,28,31,31,1019.6,1017.9,23.6,25.6,0,0
29,10.5,26.1,0.0,15,37,3,13,9,22,66,49,1015.7,1013.0,19.2,24.6,0,0
29,16.1,26.6,0.0,15,50,10,12,28,30,45,31,1019.3,1017.4,21.2,24.9,0,0
29,23.8,36.0,0.0,1,43,1,0,30,20,49,39,1007.1,1004.3,29.1,34.6,0,0
29,10.6,21.8,0.0,0,46,1,12,24,24,47,41,1024.0,1019.5,15.7,20.1,0,0
29,7.1,20.4,0.0,1,35,1,4,19,11,63,32,1029.7,1027.3,11.2,19.5,0,0
29,12.6,20.1,10.8,15,48,3,12,13,26,96,38,1016.0,1018.1,13.6,19.3,1,0
29,10.3,26.5,0.0,0,46,0,15,20,24,43,33,1022.2,1019.0,19.9,25.2,0,0
29,12.8,22.2,0.0,0,56,1,0,28,17,61,40,1025.9,1023.0,17.5,21.8,0,0
29,17.1,27.2,0.0,11,33,0,15,17,13,66,47,1015.2,1012.6,21.0,26.3,0,0
29,13.5,28.4,0.0,12,57,12,15,24,35,54,52,1007.7,1009.0,23.8,26.6,0,0
29,16.2,25.3,0.0,14,35,15,13,13,20,59,52,1009.3,1010.1,21.6,22.4,0,0
29,10.1,22.7,0.0,14,43,15,7,24,24,50,63,1017.4,1017.0,20.1,19.4,0,0
29,8.6,20.4,11.6,15,20,5,12,9,9,87,58,1023.0,1021.9,12.5,18.7,1,0
29,21.3,38.7,0.0,0,80,0,1,41,35,44,17,1014.5,1012.3,26.4,37.8,0,0
29,11.9,26.4,0.0,2,56,7,13,4,22,52,36,1021.6,1019.5,19.0,25.1,0,0
29,3.8,21.1,0.0,1,22,0,14,4,2,86,43,1022.6,1018.1,11.6,20.1,0,0
29,6.5,23.6,0.0,12,33,1,9,20,9,65,30,1031.1,1027.2,14.8,22.8,0,0
29,8.1,23.5,0.0,0,33,1,12,13,9,58,37,1028.0,1024.9,16.0,23.3,0,0
29,8.3,23.9,4.8,11,37,5,11,7,22,72,43,1016.7,1016.1,15.9,22.2,1,0
29,19.5,33.3,0.0,3,48,2,2,24,26,55,31,1017.7,1013.3,24.0,32.9,0,0
29,14.5,22.2,0.0,8,33,8,8,22,19,74,56,1015.3,1013.2,16.9,21.4,0,0
29,16.1,25.0,0.0,12,54,3,15,7,31,69,61,1012.9,1015.0,22.4,23.7,0,0
29,9.3,24.9,0.0,13,44,6,15,4,19,56,56,1011.9,1010.6,20.8,22.8,0,0
29,11.3,17.8,12.2,15,52,12,12,31,22,51,45,1020.0,1021.3,15.3,16.6,1,0
29,3.9,20.1,0.0,13,31,1,12,11,19,53,41,1023.3,1020.8,14.7,18.8,0,0
29,17.6,34.1,0.0,0,37,0,13,24,26,51,36,1017.1,1013.3,24.0,32.0,0,0
29,16.1,22.2,0.0,12,35,8,13,20,22,60,46,1020.2,1019.1,18.2,20.8,0,0
29,19.7,25.6,0.0,11,33,8,11,19,22,72,58,1008.1,1007.9,21.0,24.4,0,0
29,15.1,25.0,0.0,15,31,10,15,9,20,84,55,1015.3,1012.8,19.5,24.1,0,0
29,3.3,20.2,0.0,13,24,5,13,13,11,72,47,1028.4,1026.5,10.3,18.8,0,0
29,8.7,17.4,11.0,15,59,11,11,30,22,53,51,1018.0,1017.3,14.2,15.5,1,0
29,8.3,24.2,0.0,13,30,5,14,11,20,78,57,1025.0,1023.1,14.7,22.5,0,0
29,3.9,17.3,1.0,11,37,3,8,7,24,86,38,1025.0,1022.9,8.9,16.8,0,0
29,13.3,31.3,0.0,12,43,8,12,19,28,65,43,1011.6,1011.5,22.6,26.9,0,0
29,7.2,20.3,0.0,2,37,10,0,17,22,60,36,1035.7,1031.8,13.6,19.6,0,0
29,21.2,27.3,0.0,13,39,6,13,13,20,77,60,1010.7,1009.7,24.2,25.0,0,0
29,14.0,28.8,0.0,2,72,0,10,33,20,35,17,1018.3,1015.4,21.4,27.7,0,0
29,8.0,20.5,1.8,12,37,8,12,22,22,50,35,1022.7,1021.2,16.7,18.6,1,0
29,18.1,29.6,0.0,15,39,8,15,13,22,76,43,1012.6,1010.2,20.5,28.3,0,0
29,12.4,26.3,0.0,11,33,1,13,20,17,46,26,1027.1,1023.2,18.5,25.3,0,0
29,20.5,34.6,0.0,13,31,4,14,7,19,56,49,1007.1,1004.4,29.1,30.7,0,0
29,12.3,19.1,0.0,12,54,15,12,26,37,59,63,1021.7,1021.5,16.9,16.0,0,0
29,17.8,31.1,0.0,15,43,2,12,22,31,47,39,1016.6,1013.7,23.2,28.6,0,0
29,16.5,31.8,0.0,1,33,1,11,20,17,38,17,1019.9,1016.8,22.5,31.4,0,0
29,17.4,27.4,0.0,15,37,11,15,15,24,66,61,1015.9,1014.5,23.6,26.3,0,0
29,18.1,32.4,0.0,12,37,4,12,13,26,51,27,1021.0,1017.9,24.5,31.6,0,0
29,19.0,25.7,0.0,12,46,11,15,30,30,46,37,1017.2,1016.4,21.9,24.6,0,0
29,12.0,18.1,8.0,12,52,9,12,13,20,59,42,1025.3,1025.1,15.2,16.8,1,0
29,11.9,29.8,0.0,12,35,13,12,6,26,60,43,1017.6,1014.8,21.7,28.3,0,0
29,15.3,28.6,0.0,6,35,7,13,9,17,67,48,1014.8,1012.3,23.2,26.3,0,0
29,12.5,19.7,4.8,12,56,15,13,13,20,91,50,1018.4,1018.2,14.6,18.9,1,0
29,10.5,20.2,0.0,4,35,5,5,11,13,84,54,1018.6,1015.9,12.1,18.8,0,0
29,6.0,22.0,0.0,1,35,1,1,26,19,61,40,1025.8,1021.4,14.0,21.5,0,0
29,8.3,17.3,0.0,13,28,4,13,9,15,92,61,1020.8,1020.5,11.4,16.7,0,0
29,11.0,31.6,0.0,13,41,5,15,26,26,23,24,1017.3,1014.1,26.4,28.3,0,0
29,14.2,25.8,0.8,15,33,11,11,9,13,72,44,1016.8,1016.2,19.9,23.7,0,0
29,11.1,18.6,1.8,2,50,2,10,22,24,57,37,1021.8,1020.2,13.5,16.1,1,0
29,1.8,18.0,0.0,4,20,4,5,13,7,72,41,1025.4,1021.5,8.1,17.0,0,0
29,13.3,23.2,0.4,12,39,12,15,19,22,48,47,1022.0,1021.4,19.7,21.6,0,0
29,15.7,36.0,0.0,0,61,0,0,28,24,33,8,1019.5,1014.7,22.4,35.3,0,0
29,14.4,26.0,0.0,13,33,12,11,9,20,59,46,1016.7,1015.2,22.2,25.4,0,0
29,20.7,28.6,0.0,12,48,8,12,19,33,63,44,1010.9,1009.6,23.7,26.3,0,0
29,8.8,12.3,0.0,14,50,5,12,13,9,95,92,998.2,1004.7,9.3,9.6,0,0
29,3.3,17.8,0.0,11,35,8,11,7,20,73,47,1014.7,1011.2,12.3,17.3,0,0
29,14.0,27.4,0.2,0,76,0,2,31,30,35,26,1016.0,1011.7,20.7,26.3,0,0
29,15.9,20.2,1.6,12,59,13,12,30,33,51,45,1019.0,1020.8,19.3,18.4,1,0
29,9.1,19.1,2.6,14,41,14,14,9,22,88,53,1023.4,1021.7,14.1,18.7,1,0
29,8.4,19.1,0.0,0,33,1,10,11,11,71,51,1023.3,1021.9,12.9,18.0,0,0
29,0.3,15.9,0.0,3,26,5,4,9,9,67,30,1029.8,1026.9,7.0,15.4,0,0
29,8.3,18.7,25.4,15,37,5,15,7,20,82,51,1012.8,1013.2,13.5,18.6,1,0
29,10.0,28.2,0.0,0,67,1,13,31,26,42,30,1016.2,1012.6,18.8,24.4,0,0
29,20.0,33.3,0.0,15,39,10,13,13,22,51,40,1012.8,1008.9,26.1,32.6,0,0
29,17.1,25.9,0.0,13,37,11,11,17,28,65,51,1017.9,1016.5,21.1,24.6,0,0
29,5.1,22.8,0.0,12,30,9,15,6,17,54,30,1020.2,1016.7,16.0,21.7,0,0
29,7.8,30.0,0.0,12,37,1,13,17,24,38,29,1020.1,1015.4,21.9,27.3,0,0
29,13.6,37.2,0.0,1,35,0,3,20,7,40,17,1017.9,1012.4,25.6,36.6,0,0
29,8.6,22.1,0.0,15,48,10,11,17,31,55,53,1013.4,1011.7,19.1,20.2,0,0
29,3.5,17.5,0.8,15,31,10,15,9,19,74,48,1026.5,1023.4,11.0,16.9,0,0
29,20.3,27.9,0.0,13,39,15,15,9,20,80,60,1016.1,1014.0,21.9,26.5,0,0
29,16.0,31.0,0.0,0,56,0,1,31,24,45,26,1019.2,1014.6,22.8,30.8,0,0
29,4.7,22.6,0.0,2,46,3,7,2,6,49,22,1018.1,1014.7,16.3,22.0,0,0
29,6.3,19.1,0.0,15,37,0,12,7,20,68,50,1027.7,1025.6,13.6,18.1,0,0
29,8.8,26.3,0.0,12,46,9,12,22,31,49,40,1019.1,1016.5,21.4,25.8,0,0
29,3.4,14.3,0.0,0,37,1,1,7,17,75,43,1030.7,1029.2,8.1,13.5,0,0
29,3.1,17.6,0.0,4,24,4,4,17,9,76,51,1024.2,1020.3,9.5,15.9,0,0
29,18.8,37.2,0.0,0,56,0,1,30,15,48,22,1011.0,1007.9,22.2,35.0,0,0
29,10.0,24.5,0.0,15,37,12,15,13,20,57,50,1008.2,1006.4,20.8,22.0,0,0
29,13.6,24.3,0.4,1,26,0,10,15,11,65,44,1017.7,1015.5,16.9,23.2,0,0
29,18.0,31.6,0.0,11,48,0,11,13,24,55,39,1012.4,1009.3,23.2,30.1,0,0
29,7.1,20.3,0.0,12,35,13,15,6,26,49,60,1016.8,1016.1,16.2,18.5,0,0
29,16.5,28.0,0.0,1,41,0,12,28,24,54,42,1012.3,1009.5,22.1,27.1,0,0
29,17.1,34.8,0.0,2,65,1,0,35,24,41,13,1023.0,1019.3,22.9,33.7,0,0
29,16.1,21.8,0.0,13,35,12,14,17,13,58,82,1018.2,1017.1,18.9,18.2,0,0
29,4.3,18.3,2.2,1,20,4,12,13,7,82,44,1026.6,1025.1,8.9,17.2,1,0
29,19.8,39.8,0.0,2,54,0,12,31,26,38,26,1008.8,1004.2,26.9,36.9,0,0
29,14.9,25.3,0.0,8,52,11,15,13,31,49,38,1013.4,1012.8,21.2,24.3,0,0
29,4.8,16.2,7.2,8,46,8,11,26,15,52,40,1024.1,1022.1,11.7,16.1,1,0
29,1.1,17.2,0.0,1,31,13,2,7,20,79,50,1033.6,1030.4,7.9,15.6,0,0
29,11.2,19.8,0.0,4,50,5,5,28,31,45,27,1025.3,1022.6,14.2,19.7,0,0
29,3.7,18.5,0.0,1,33,0,9,7,11,85,50,1031.2,1029.5,11.0,17.5,0,0
29,10.5,17.9,7.8,12,46,8,8,15,15,78,46,1021.3,1019.8,13.0,16.3,1,0
29,15.7,29.7,0.0,15,39,8,12,19,30,53,44,1017.8,1015.2,23.6,26.8,0,0
29,8.6,20.4,0.0,4,24,4,3,9,11,87,54,1024.9,1023.7,12.7,19.0,0,0
29,10.9,21.6,0.0,13,44,11,12,15,26,58,39,1011.5,1010.1,16.7,20.6,0,0
29,12.7,22.0,9.4,11,26,2,11,2,15,89,44,1024.6,1022.4,16.1,21.1,1,0
29,9.9,28.4,0.0,1,30,1,2,17,9,55,31,1021.6,1017.2,18.5,26.9,0,0
29,7.5,26.3,0.0,13,31,8,15,6,22,68,46,1023.7,1019.9,18.1,24.5,0,0
29,13.1,23.4,0.0,15,48,11,15,30,30,60,42,1017.6,1016.4,18.6,21.6,0,0
29,8.3,21.7,1.2,12,41,10,10,19,17,41,23,1024.2,1021.4,15.6,20.8,1,0
29,23.7,37.5,4.8,4,37,1,6,13,15,48,35,1007.3,1004.8,31.4,34.5,1,0
29,16.7,35.2,0.0,0,69,4,13,26,13,30,14,1017.4,1013.5,25.9,35.2,0,0
29,4.7,20.2,0.0,13,33,1,12,19,24,60,49,1025.1,1022.6,14.1,19.4,0,0
29,9.9,19.3,3.4,7,37,5,13,11,15,94,62,1019.9,1019.3,13.8,19.1,1,0
29,6.3,20.4,0.0,12,30,3,15,7,19,76,58,1020.5,1017.9,10.9,19.2,0,0
29,17.5,30.8,0.0,13,39,1,15,28,24,59,44,1016.9,1013.8,24.1,29.9,0,0
29,13.0,25.9,0.0,4,44,0,0,24,24,61,45,1025.4,1021.7,20.9,25.3,0,0
29,16.1,29.4,0.0,15,41,12,15,17,30,57,47,1009.2,1007.3,23.0,27.3,0,0
29,17.7,27.9,0.0,12,43,12,12,20,28,63,48,1012.5,1011.0,24.8,26.4,0,0
29,5.6,20.9,0.0,7,39,5,6,13,20,88,40,1017.8,1016.1,9.6,20.5,0,0
29,16.3,23.2,0.4,12,61,11,11,41,41,41,37,1005.9,1006.7,20.1,21.7,0,0
29,12.2,30.1,0.0,1,43,1,10,26,11,35,27,1021.3,1017.0,18.8,30.1,0,0
29,12.9,24.9,0.0,2,63,1,9,30,17,60,32,1025.5,1022.3,18.0,24.2,0,0
29,11.2,29.6,0.0,1,35,5,13,9,20,54,40,1020.2,1016.9,21.6,28.0,0,0
29,9.4,28.9,0.0,1,41,0,0,26,9,53,23,1019.9,1015.0,20.2,28.4,0,0
29,6.3,22.6,0.0,12,43,11,15,17,35,49,41,1021.0,1017.9,18.7,21.7,0,0
29,4.7,20.8,0.0,3,37,4,6,13,15,57,20,1019.1,1013.7,9.7,20.2,0,0
29,11.5,15.5,0.0,9,52,10,2,17,30,60,56,1024.3,1023.1,13.2,14.9,0,0
29,14.3,29.7,0.0,2,31,1,5,20,9,43,17,1022.7,1018.4,19.1,29.3,0,0
29,13.1,37.1,0.0,1,50,4,5,31,17,12,6,1014.2,1008.6,28.5,36.2,0,0
29,15.0,26.1,0.0,13,39,8,15,17,24,56,51,1014.6,1012.9,22.6,24.0,0,0
29,21.7,41.9,0.0,4,43,4,15,26,20,11,7,1013.0,1009.0,34.3,41.2,0,0
29,18.7,31.2,0.0,15,41,10,12,17,31,48,37,1015.8,1012.7,23.6,29.5,0,0
29,15.7,28.4,0.0,12,43,8,12,13,26,56,40,1014.6,1011.3,21.8,27.1,0,0
29,12.3,24.3,0.0,12,39,11,15,19,28,53,45,1019.6,1017.3,20.5,21.9,0,0
29,23.1,37.9,0.0,1,54,4,15,30,26,33,23,1012.4,1008.6,29.4,35.9,0,0
29,2.5,18.4,0.0,11,39,3,8,6,20,80,37,1020.7,1018.8,9.9,17.4,0,0
29,9.2,25.5,0.2,15,48,9,15,11,28,44,36,1012.7,1009.7,20.3,23.9,0,0
29,8.5,19.5,25.4,1,20,4,3,11,9,92,57,1017.7,1014.7,11.3,19.1,1,0
29,11.7,27.3,0.0,12,48,3,12,11,30,38,46,1010.3,1010.0,21.9,24.5,0,0
29,6.4,23.6,0.0,12,43,8,12,28,30,51,46,1023.6,1020.6,18.4,22.4,0,0
29,6.3,24.0,0.0,11,37,5,12,7,19,53,31,1023.8,1019.6,16.8,23.7,0,0
29,7.1,20.0,0.0,0,50,0,2,31,24,49,41,1037.1,1033.8,14.3,19.7,0,0
29,9.4,17.3,8.8,8,39,8,11,19,13,54,47,1016.9,1017.4,13.8,16.3,1,0
29,14.8,26.2,0.0,13,35,4,15,11,22,49,40,1018.8,1016.0,20.8,25.3,0,0
29,7.5,24.5,0.0,1,30,4,14,13,13,59,41,1021.1,1017.5,14.8,23.2,0,0
29,18.9,35.5,7.8,13,39,5,13,13,20,45,43,1006.4,1004.2,31.1,32.9,1,0
29,13.4,29.9,0.0,13,37,0,15,6,26,45,40,1015.4,1013.3,22.9,26.6,0,0
29,20.0,30.3,0.0,12,43,6,15,15,26,55,49,1007.3,1006.3,26.3,28.4,0,0
29,9.1,26.1,0.0,0,43,0,0,28,11,47,21,1026.3,1021.5,16.5,25.5,0,0
29,21.8,33.0,0.0,15,41,5,15,13,24,57,54,1009.0,1006.8,28.8,30.0,0,0
29,16.2,33.8,0.0,1,59,0,15,17,31,39,41,1006.6,1003.6,25.8,26.2,0,0
29,17.0,29.6,0.0,4,37,1,3,20,13,36,20,1021.4,1019.0,19.5,28.7,0,0
29,12.0,25.0,1.8,13,31,5,15,9,15,85,41,1017.1,1016.0,16.8,23.7,1,0
29,11.6,25.1,0.0,12,33,0,8,13,13,69,46,1024.4,1023.3,18.9,24.2,0,0
29,9.4,19.9,0.4,14,50,3,14,11,26,88,44,1019.2,1017.5,14.3,18.4,0,0
29,7.0,19.6,0.0,5,37,4,5,20,17,66,48,1021.9,1016.8,12.8,19.2,0,0
29,19.4,36.6,0.0,0,59,0,9,19,17,48,28,1015.8,1011.7,24.8,35.6,0,0
29,26.6,43.2,0.0,15,39,5,13,19,24,10,7,1011.8,1008.4,35.3,42.0,0,0
29,14.6,29.8,0.0,12,44,8,15,11,31,56,47,1006.4,1006.2,24.4,28.5,0,0
29,7.0,20.2,0.0,5,44,1,4,20,19,50,31,1029.8,1026.1,12.1,20.1,0,0
29,15.9,30.5,0.0,2,56,1,0,35,24,42,18,1021.2,1016.3,20.4,29.3,0,0
29,14.7,26.5,0.0,9,48,8,12,13,30,50,39,1017.3,1013.8,21.1,25.5,0,0
29,13.5,30.8,0.0,2,41,2,0,15,9,57,29,1021.1,1016.8,21.6,30.0,0,0
29,11.4,28.0,0.0,1,33,1,4,15,11,32,17,1026.4,1023.6,19.3,27.0,0,0
29,10.2,26.9,0.0,1,30,4,13,13,13,41,23,1022.7,1019.3,19.6,25.7,0,0
29,19.1,33.9,0.0,0,72,0,6,20,11,53,17,1019.0,1016.2,23.3,33.2,0,0
29,12.0,33.2,0.0,13,31,11,15,7,19,47,32,1022.9,1019.8,23.0,32.0,0,0
29,17.6,28.1,0.0,11,31,2,13,4,19,46,47,1011.4,1010.1,23.9,26.1,0,0
29,16.0,30.3,0.0,0,76,0,2,31,31,39,18,1016.6,1011.8,21.6,29.6,0,0
29,13.8,35.9,0.0,15,37,4,13,17,26,28,26,1010.3,1007.9,29.6,33.3,0,0
29,24.0,36.6,0.0,11,39,1,13,22,26,46,36,1012.3,1009.1,29.7,34.0,0,0
29,18.7,26.9,0.0,4,30,1,14,13,7,76,50,1014.7,1011.8,21.0,26.3,0,0
29,10.0,22.1,0.0,13,31,6,15,2,17,71,40,1022.5,1020.3,14.4,21.5,0,0
29,12.6,24.8,0.0,8,31,9,10,17,13,49,33,1022.7,1018.7,18.0,24.0,0,0
29,21.8,38.4,0.0,1,44,1,5,28,9,26,13,1019.7,1015.6,28.9,37.4,0,0
29,16.3,23.1,0.4,15,59,12,12,43,41,55,35,1014.2,1015.3,19.4,22.4,0,0
29,8.6,22.2,0.0,13,35,5,12,6,20,66,52,1020.8,1018.2,16.3,21.0,0,0
29,15.0,32.3,0.0,0,52,0,2,31,13,40,19,1020.6,1017.0,22.9,30.5,0,0
29,7.4,20.1,2.0,15,28,5,13,13,17,78,55,1023.1,1021.6,14.8,18.5,1,0
29,14.2,35.5,0.0,15,43,1,12,20,33,31,16,1014.9,1013.1,26.7,34.7,0,0
29,9.0,21.5,0.0,15,31,3,15,7,7,77,52,1024.8,1022.2,15.7,20.0,0,0
29,17.3,30.2,2.0,1,41,2,1,17,22,65,49,1018.1,1015.8,22.0,28.1,1,0
29,19.9,25.4,1.8,15,31,15,12,9,20,87,64,1020.3,1018.5,21.3,25.1,1,0
29,2.4,21.0,0.0,12,31,4,12,6,19,67,47,1022.7,1020.2,11.2,20.3,0,0
29,0.9,15.3,0.2,8,33,10,8,13,15,73,48,1029.2,1026.1,6.9,14.6,0,0
29,7.3,19.4,0.0,0,46,0,0,31,15,69,38,1022.5,1019.3,12.3,19.0,0,0
29,20.2,37.2,0.0,0,54,1,8,24,9,28,26,1013.1,1010.4,29.0,36.3,0,0
29,14.7,31.5,0.0,12,33,1,15,11,24,29,37,1011.9,1007.8,23.7,27.2,0,0
29,11.3,21.3,0.2,13,39,5,13,13,19,89,91,1019.2,1017.7,16.2,18.0,0,0
29,6.2,23.6,0.0,15,39,2,11,6,17,61,35,1023.1,1021.6,16.0,22.9,0,0
29,17.5,33.0,0.0,2,50,0,2,20,19,55,24,1022.2,1018.4,22.4,32.0,0,0
29,13.4,30.9,0.0,2,61,2,2,26,20,34,13,1020.1,1015.2,20.5,29.7,0,0
29,12.5,22.3,0.0,13,37,11,15,9,24,64,47,1016.2,1013.9,18.2,20.8,0,0
29,16.8,34.3,0.0,1,43,1,5,20,13,34,25,1016.0,1012.9,25.4,34.0,0,0
29,12.8,29.5,0.0,2,44,0,0,28,22,45,27,1025.1,1020.8,19.9,28.9,0,0
29,4.7,25.9,0.0,11,33,4,11,9,24,40,29,1023.6,1020.6,17.9,24.1,0,0
29,8.6,18.4,1.6,12,30,2,13,9,13,91,43,1023.9,1020.2,11.5,18.1,1,0
29,6.3,20.6,0.0,12,41,10,8,17,13,61,37,1034.3,1030.9,13.9,20.5,0,0
29,5.2,15.6,1.8,13,48,11,8,7,17,76,38,1027.4,1027.6,9.7,14.9,1,0
29,13.4,20.7,0.6,1,31,4,0,19,9,80,47,1027.1,1024.2,16.4,20.1,0,0
29,19.7,36.1,0.0,0,69,0,15,26,22,36,21,1018.3,1014.4,26.6,35.4,0,0
29,8.0,22.4,1.0,14,41,10,15,17,22,56,42,1022.9,1020.7,17.3,21.3,0,0
29,8.8,18.3,0.0,4,43,0,0,24,24,68,45,1032.3,1029.0,11.3,17.8,0,0
29,10.5,26.7,0.0,1,31,1,2,17,11,52,27,1024.0,1020.0,18.3,26.0,0,0
29,21.9,33.5,0.0,10,46,10,10,15,11,47,31,1015.2,1012.0,23.9,31.0,0,1
29,12.9,23.5,0.0,15,43,5,13,17,24,72,90,1007.2,1006.8,18.3,17.9,0,1
29,11.8,24.8,0.0,12,43,13,13,11,24,57,44,1011.4,1010.7,20.4,23.2,0,1
29,11.9,24.2,0.0,15,35,5,15,11,20,68,64,1014.4,1013.5,17.6,22.7,0,1
29,20.8,24.6,0.0,0,70,1,9,35,9,47,59,1013.4,1012.4,22.1,21.6,0,1
29,12.6,27.2,0.0,6,41,5,6,13,26,85,32,1013.3,1007.4,16.6,26.4,0,1
29,9.8,17.2,17.2,13,91,14,13,33,39,53,55,1003.3,1005.9,15.1,15.1,1,1
29,13.9,25.3,0.0,0,37,1,5,15,15,71,37,1019.3,1015.6,15.9,25.0,0,1
29,9.4,20.3,0.6,12,50,4,13,9,24,94,68,1020.0,1017.5,12.8,18.8,0,1
